Indicator,Values,State,LGA,Months,Year
Men A given,352,Gombe,Balanga,Nov,2020
Men A given,388,Bauchi,Dass,Nov,2020
Men A given,24,Kano,Dawakin Tofa,Aug,2020
Men A given,150,Borno,Biu,Sep,2020
Men A given,270,Osun,Ede South,Jul,2020
Men A given,661,Kano,Danbatta,Aug,2020
Men A given,448,Oyo,Saki West,Oct,2020
Men A given,586,Imo,Orlu,Sep,2020
Men A given,614,Adamawa,Song,Aug,2020
Men A given,542,Oyo,Saki West,Dec,2020
Men A given,334,Kwara,Offa,Nov,2020
Men A given,995,Kano,Rogo,Dec,2020
Men A given,329,Osun,Ejigbo,Dec,2020
Men A given,791,Kano,Rogo,Oct,2020
Men A given,620,Kano,Karaye,Dec,2020
Men A given,1117,Gombe,Dukku,Nov,2020
Men A given,396,Imo,Ohaji/Egbema,Sep,2020
Men A given,372,Nasarawa,Doma,Nov,2020
Men A given,250,Osun,Ede South,Sep,2020
Men A given,241,Osun,Ife South,Nov,2020
Men A given,995,Niger,Bosso,Dec,2020
Men A given,558,Katsina,Sandamu,Dec,2020
Men A given,309,Kwara,Offa,Aug,2020
Men A given,439,Kano,Karaye,Oct,2020
Men A given,708,Kwara,Ifelodun,Nov,2020
Men A given,6,Kano,Minjibir,Oct,2020
Men A given,319,Katsina,Sandamu,Oct,2020
Men A given,516,Niger,Bosso,Oct,2020
Men A given,347,Osun,Ejigbo,Oct,2020
Men A given,192,Osun,Ifedayo,Nov,2020
Men A given,475,Oyo,Irepo,Sep,2020
Men A given,420,Anambra,Awka South,Sep,2020
Men A given,821,Adamawa,Shelleng,Dec,2020
Men A given,739,Oyo,Ibadan South East,Dec,2020
Men A given,581,Kano,Karaye,Sep,2020
Men A given,488,Oyo,Ibadan South East,Oct,2020
Men A given,550,Imo,Orlu,Dec,2020
Men A given,165,Osun,Ejigbo,Jul,2020
Men A given,637,Delta,Ethiope West,Dec,2020
Men A given,1485,Niger,Mokwa,Nov,2020
Men A given,738,Kano,Danbatta,Nov,2020
Men A given,461,Adamawa,Shelleng,Oct,2020
Men A given,173,Borno,Kaga,Nov,2020
Men A given,921,Taraba,Bali,Nov,2020
Men A given,732,Kano,Minjibir,Dec,2020
Men A given,488,Imo,Orlu,Oct,2020
Men A given,513,Osun,Ejigbo,Sep,2020
Men A given,713,Adamawa,Demsa,Aug,2020
Men A given,208,Adamawa,Toungo,Sep,2020
Men A given,717,Anambra,Awka South,Oct,2020
Men A given,248,Yobe,Gujba,Aug,2020
Men A given,681,Anambra,Awka South,Dec,2020
Men A given,516,Delta,Bomadi,Nov,2020
Men A given,1574,Kaduna,Giwa,Aug,2020
Men A given,145,Osun,Ifedayo,Aug,2020
Men A given,390,Niger,Bosso,Sep,2020
Men A given,1266,Oyo,Egbeda,Nov,2020
Men A given,303,Adamawa,Madagali,Oct,2020
Men A given,460,Jigawa,Yankwashi,Oct,2020
Men A given,581,Adamawa,Madagali,Dec,2020
Men A given,362,Adamawa,Maiha,Sep,2020
Men A given,608,Delta,Ethiope West,Oct,2020
Men A given,295,Osun,Ife South,Aug,2020
Men A given,796,Kano,Doguwa,Nov,2020
Men A given,812,Niger,Suleja,Nov,2020
Men A given,288,Nasarawa,Wamba,Sep,2020
Men A given,166,Kano,Tarauni,Oct,2020
Men A given,31,Kaduna,Kudan,Jul,2020
