Indicator,Values,State,LGA,Months,Year
029. Penta Vaccine - Doses Opened,42778,Zamfara,State level data,May,2017
029. Penta Vaccine - Doses Opened,23203,Zamfara,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,250,Zamfara,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,1780,Zamfara,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,32135,Zamfara,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,32228,Zamfara,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,37266,Zamfara,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,24237,Edo,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,25820,Edo,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,18702,Edo,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,21263,Edo,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,18863,Edo,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,23288,Edo,State level data,May,2017
029. Penta Vaccine - Doses Opened,29895,Edo,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,20046,Edo,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,19344,Edo,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,933,Edo,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,19250,Edo,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,18804,Edo,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,20451,Abia,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,27127,Ebonyi,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,28305,Ebonyi,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,25914,Abia,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,26456,Abia,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,29120,Ebonyi,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,25382,Ebonyi,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,18275,Abia,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,26882,Ebonyi,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,24885,Ebonyi,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,27230,Abia,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,25238,Ebonyi,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,26572,Abia,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,19210,Ebonyi,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,20630,Ebonyi,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,21925,Ebonyi,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,24893,Ebonyi,State level data,May,2017
029. Penta Vaccine - Doses Opened,27081,Abia,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,22472,Abia,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,25517,Ebonyi,State level data,Jan,2017
