Indicator,Values,State,LGA,Months,Year
075. Men A Vaccine -  Opening Balance,55,Ogun,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,20,Anambra,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,170,Plateau,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,2860,Bauchi,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,40,Anambra,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,6820,Rivers,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,210,Ogun,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,90,Anambra,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,2900,Bauchi,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,40,Plateau,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,90,Anambra,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,620,Ogun,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,150,Imo,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,740,Katsina,State level data,Jan,2021
075. Men A Vaccine -  Opening Balance,790,Katsina,State level data,May,2021
075. Men A Vaccine -  Opening Balance,750,Katsina,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,700,Katsina,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,1020,Adamawa,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,430,Kogi,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,2400,Bauchi,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,940,Kogi,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,2440,Bauchi,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,670,Adamawa,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,6620,Rivers,State level data,Dec,2021
075. Men A Vaccine -  Opening Balance,6320,Rivers,State level data,Oct,2021
075. Men A Vaccine -  Opening Balance,250,Adamawa,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,410,Kogi,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,896,Adamawa,State level data,Feb,2021
